"SiteId","SampId","X","Y","Region","RiverBasin","BIOGEO","temperature","velocity","A10m","cow.density","IAR","urban.area","FRI","bFRI","width.variability","temperature2","velocity2","temperature.lm.area.elev","temperature.lm.area.air","temperature.lme.area.elev","Occurrence.Simuliidae","Occurrence.Oligochaeta","Occurrence.Limoniidae","Occurrence.Limnephilidae","Occurrence.Rhyacophilidae","Occurrence.Elmidae","Occurrence.Gammaridae","Occurrence.Heptageniidae","Occurrence.Nemouridae","Occurrence.Empididae","Occurrence.Hydropsychidae","Occurrence.Leuctridae","Occurrence.Ceratopogonidae","Occurrence.Prostigmata","Occurrence.Psychodidae","Occurrence.Leptophlebiidae","Occurrence.Sphaeriidae","Occurrence.Taeniopterygidae","Occurrence.Perlodidae","Occurrence.Athericidae","Occurrence.Psychomyiidae","Occurrence.Nematoda","Occurrence.Hydraenidae","Occurrence.Planariidae","Occurrence.Sericostomatidae","Occurrence.Tipulidae","Occurrence.Polycentropodidae","Occurrence.Odontoceridae","Occurrence.Dugesiidae","Occurrence.Lymnaeidae","Occurrence.Erpobdellidae","Occurrence.Scirtidae","Occurrence.Ephemerellidae","Occurrence.Asellidae","Occurrence.Ephemeridae","Occurrence.Chloroperlidae","Occurrence.Dytiscidae","Occurrence.Stratiomyidae","Occurrence.Hydroptilidae","Occurrence.Hydrobiidae","Occurrence.Perlidae","Occurrence.Planorbidae","Occurrence.Glossosomatidae","Occurrence.Blephariceridae","Occurrence.Glossiphoniidae","Occurrence.Capniidae","Occurrence.Goeridae","Occurrence.Philopotamidae","Occurrence.Dixidae","Occurrence.Gyrinidae","Occurrence.Caenidae","Occurrence.Leptoceridae","Occurrence.Calopterygidae","Occurrence.Tabanidae","Occurrence.Pediciidae","Occurrence.Cordulegastridae","Occurrence.Anthomyiidae","Occurrence.Lepidostomatidae","Occurrence.Physidae","Occurrence.Sialidae"
"CSCF_S368_AG","CSCF_S368_AG_2019-03-21",668000,247000,"REUSS","RHEIN","Mittelland",16.621785062361,0.528511285580919,3.8527346,43.93214380015,0.1318335834,0.2347,53.14962,0,0.4125,276.283738659327,0.279324178986396,16.1737769650531,15.658917051408,16.621785062361,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"CSCF_S369_AG","CSCF_S369_AG_2019-03-20",669000,246000,"REUSS","RHEIN","Mittelland",16.0422298131981,0.482745304206206,23.3192158,34.5847026293109,0.1054915304,0.3909,25.026385,55.648374,1,257.353137379462,0.233043028733142,15.5935702154591,15.2377352794856,16.0422298131981,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_S370_AG","CSCF_S370_AG_2019-03-20",669000,245000,"REUSS","RHEIN","Mittelland",16.1970497862066,0.267556492620235,6.5306206,21.6282127868765,0.1491868873,0.4811,18.651563,0,1,262.344421776855,0.0715864767432419,15.748550592739,15.2307012043882,16.1970497862066,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CSCF_2.3_AR","CSCF_2.3_AR_2019-04-15",738000,248000,"RHEIN","RHEIN","Alpennordflanke",14.9831044897762,0.447547448130308,0,100.771265044787,0.006474505,0.0603,58.041972,0,0,224.493420151552,0.200298718327951,14.5333076759046,14.6113779142627,14.9831044897762,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CSCF_4.11_AR","CSCF_4.11_AR_2019-04-15",753000,248000,"RHEIN","RHEIN","Alpennordflanke",13.6276811830195,0.366840991980269,0,66.6188837241996,0,0.0267,65.282305,0,0.4125,185.713694426024,0.134572313397068,13.1763896611831,13.652534418064,13.6276811830195,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"CSCF_3.1_AR","CSCF_3.1_AR_2019-04-15",742000,252000,"RHEIN","RHEIN","Alpennordflanke",17.9474880449654,0.578653093620986,0,60.3954523794475,0.0034083177,0.0224,58.833413,9.189229,0.4125,322.112327124176,0.334839402757138,17.5010421401663,17.6597354954328,17.9474880449654,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CSCF_3.5_AR","CSCF_3.5_AR_2019-04-16",740000,244000,"RHEIN","RHEIN","Alpennordflanke",16.8025668730301,0.660513012381973,0,44.689880447115,0.000171337,0.0185,57.444397,0,0.4125,282.326253522648,0.436277439525908,16.3548492911112,16.2225483135384,16.8025668730301,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_5.1_AR","CSCF_5.1_AR_2019-04-16",752000,255000,"RHEIN","RHEIN","Alpennordflanke",17.2663123444551,0.731715475683775,0,59.1642547901311,0.0103621387,0.0708,79.070127,25.433951,0.4125,298.125541976283,0.535407537355133,16.8190869394104,17.2120315067888,17.2663123444551,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CSCF_2.1_AR","CSCF_2.1_AR_2019-04-15",737000,251000,"RHEIN","RHEIN","Alpennordflanke",17.1117578341765,0.548111199563579,0,77.5259587048106,0.019680939,0.2125,54.694011,8.153157,0.4125,292.812256175501,0.300425887087026,16.6643427127852,16.0901344966987,17.1117578341765,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"CSCF_6.3_AR","CSCF_6.3_AR_2019-03-18",759000,259000,"RHEIN","RHEIN","Mittelland",16.3163208541479,0.487498877436042,0,58.615006363162,0.018106015,0.1092,64.472581,13.704257,0,266.222326215502,0.237655155501401,15.8680154797799,16.8003913625709,16.3163208541479,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CSCF_6.5_AR","CSCF_6.5_AR_2019-03-18",760000,259000,"RHEIN","RHEIN","Mittelland",16.3685111397455,0.64493200722281,0,51.9585930840408,0.025099584,0.0377,74.430527,35.539996,0.4125,267.928156931973,0.415937293940443,15.9202525230265,16.7661163887585,16.3685111397455,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CSCF_2.62_AR","CSCF_2.62_AR_2019-04-15",735000,251000,"RHEIN","RHEIN","Mittelland",17.1656560431348,0.450735633400634,0.4936312,71.6869664816072,0.0284456268,0.0353,77.874863,87.698349,1,294.65974739121,0.203162611217071,16.7183023970047,15.9757778560409,17.1656560431348,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"CSCF_5.7_AR","CSCF_5.7_AR_2019-04-03",753000,254000,"RHEIN","RHEIN","Alpennordflanke",16.5920219684661,0.792247157509633,0,59.7238670854715,0.0017466062,0.0488,81.979234,37.339844,1,275.295193002062,0.627655558582093,16.1440440798615,16.4521303522686,16.5920219684661,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CSCF_6.1_AR","CSCF_6.1_AR_2019-04-15",758000,258000,"RHEIN","RHEIN","Mittelland",15.4471758824853,0.477844493969393,0,56.6667924145524,0.0881416629,0.1114,73.4918,95.635149,0,238.615242744436,0.228335360416865,14.9978906073673,15.5274479924538,15.4471758824853,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CSCF_3.10_AR","CSCF_3.10_AR_2019-04-16",740000,243000,"RHEIN","RHEIN","Alpennordflanke",16.0046950556159,0.518375702075669,0,59.7276142478611,0,0.0117,57.800079,42.219191,0.4125,256.150263823256,0.268713368502443,15.556073268477,15.6174213309646,16.0046950556159,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CSCF_3.8_AR","CSCF_3.8_AR_2019-04-16",740000,238000,"RHEIN","RHEIN","Alpennordflanke",13.7649665951361,0.694910325065079,0,5.07840391745249,0,9e-04,58.992633,1.371125,0.4125,189.474305365213,0.482900359882054,13.3138687833711,13.6547192568247,13.7649665951361,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"CSCF_5.3_AR","CSCF_5.3_AR_2019-04-03",752000,255000,"RHEIN","RHEIN","Alpennordflanke",16.833992478316,0.763753861136005,0,58.3961581497771,0.0018425518,0.0724,80.650953,56.191898,1,283.38330276,0.583319960400156,16.3862846036454,16.7856355129772,16.833992478316,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"CSCF_5.9_AR","CSCF_5.9_AR_2019-04-15",755000,253000,"RHEIN","RHEIN","Alpennordflanke",14.9183638092874,0.502020111905346,0,56.3478176576624,0,0,80.625857,8.291709,1,222.557578746256,0.252024192757456,14.4685109408162,15.1718384280325,14.9183638092874,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"CSCF_2.61_AR","CSCF_2.61_AR_2019-04-15",735000,251000,"RHEIN","RHEIN","Mittelland",18.1051547340087,0.340260183850304,0.2819837,76.2978595871131,0.0283842808,0.1154,67.09422,32.005051,1,327.796627942398,0.115776992713843,17.6588549981841,16.4508086972005,18.1051547340087,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"CSCF_2.3_AR","CSCF_2.3_AR_2013-03-28",738000,248000,"RHEIN","RHEIN","Alpennordflanke",14.6540457711436,0.447547448130308,0,100.771265044787,0.006474505,0.0603,58.041972,0,0,214.741057462772,0.200298718327951,14.5333076759046,13.4917239721075,14.6540457711436,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CSCF_4.11_AR","CSCF_4.11_AR_2013-04-06",753000,248000,"RHEIN","RHEIN","Alpennordflanke",13.2986224643869,0.366840991980269,0,66.6188837241996,0,0.0267,65.282305,0,0.4125,176.853359450296,0.134572313397068,13.1763896611831,12.6186900519029,13.2986224643869,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_6.1_AR","CSCF_6.1_AR_2013-04-01",758000,258000,"RHEIN","RHEIN","Mittelland",15.1181171638527,0.477844493969393,0,56.6667924145524,0.0881416629,0.1114,73.4918,95.635149,0,228.557466579978,0.228335360416865,14.9978906073673,14.3794852313176,15.1181171638527,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CSCF_AI10_AI","CSCF_AI10_AI_2013-04-17",745000,248000,"RHEIN","RHEIN","Alpennordflanke",16.9685480593077,0.808457267846123,0,67.1691970177287,5.8993e-05,0.0266,52.462957,41.646238,1,287.931623241035,0.653603153933218,16.8504511492766,16.359462416021,16.9685480593077,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CSCF_3.5_AR","CSCF_3.5_AR_2013-04-03",740000,244000,"RHEIN","RHEIN","Alpennordflanke",16.4735081543975,0.660513012381973,0,44.689880447115,0.000171337,0.0185,57.444397,0,0.4125,271.376470913001,0.436277439525908,16.3548492911112,15.081115085422,16.4735081543975,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CSCF_AI3_AI","CSCF_AI3_AI_2013-04-11",751000,242000,"RHEIN","RHEIN","Alpennordflanke",12.7428379494892,0.367996588055266,0,21.5542206755965,0,0.0081,19.979738,32.561713,0,162.379919006942,0.135421488820317,12.6200499749853,14.313638485218,12.7428379494892,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_2.61_AR","CSCF_2.61_AR_2013-03-29",735000,251000,"RHEIN","RHEIN","Mittelland",17.7760960153761,0.340260183850304,0.2819837,76.2978595871131,0.0283842808,0.1154,67.09422,32.005051,1,315.98958954787,0.115776992713843,17.6588549981841,15.4548561559967,17.7760960153761,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CSCF_5.1_AR","CSCF_5.1_AR_2013-04-12",752000,255000,"RHEIN","RHEIN","Alpennordflanke",16.9372536258225,0.731715475683775,0,59.1642547901311,0.0103621387,0.0708,79.070127,25.433951,0.4125,286.870560385437,0.535407537355133,16.8190869394104,16.0938066707496,16.9372536258225,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_4.9_AR","CSCF_4.9_AR_2013-04-06",748000,249000,"RHEIN","RHEIN","Alpennordflanke",16.1523574191066,0.533296149066878,0,72.867867707442,0,0.0573,57.32756,8.865309,1,260.898650194568,0.284404782609562,16.0333182208664,14.9252366909949,16.1523574191066,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CSCF_4.7_AR","CSCF_4.7_AR_2013-04-05",744000,250000,"RHEIN","RHEIN","Alpennordflanke",17.0489193932912,0.612109872071596,0,72.9001984262869,0.001913258,0.0609,56.621107,0,1,290.665652478941,0.374678495487506,16.9308808368854,15.8772217024218,17.0489193932912,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CSCF_5.9_AR","CSCF_5.9_AR_2013-04-13",755000,252000,"RHEIN","RHEIN","Alpennordflanke",14.5893050906548,0.502020111905346,0,56.3478176576624,0,0,80.625857,8.291709,1,212.847823028206,0.252024192757456,14.4685109408162,14.0117607246074,14.5893050906548,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"CSCF_2.62_AR","CSCF_2.62_AR_2013-03-29",735000,251000,"RHEIN","RHEIN","Mittelland",16.8365973245022,0.450735633400634,0.4936312,71.6869664816072,0.0284456268,0.0353,77.874863,87.698349,1,283.471009467435,0.203162611217071,16.7183023970047,14.9798253148371,16.8365973245022,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CSCF_AI9_AI","CSCF_AI9_AI_2013-04-10",747000,246000,"RHEIN","RHEIN","Alpennordflanke",10.8516323331412,0.215912960779207,0,51.2545170462713,0,0,53.611443,3.013102,0,117.757924293676,0.0466184066324434,10.7266163322562,11.120387615158,10.8516323331412,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_5.7_AR","CSCF_5.7_AR_2013-04-12",753000,254000,"RHEIN","RHEIN","Alpennordflanke",16.2629632498335,0.792247157509633,0,59.7238670854715,0.0017466062,0.0488,81.979234,37.339844,1,264.483973665435,0.627655558582093,16.1440440798615,15.2833723525218,16.2629632498335,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CSCF_5.3_AR","CSCF_5.3_AR_2013-04-12",752000,255000,"RHEIN","RHEIN","Alpennordflanke",16.5049337596834,0.763753861136005,0,58.3961581497771,0.0018425518,0.0724,80.650953,56.191898,1,272.412838411537,0.583319960400156,16.3862846036454,15.6162086287502,16.5049337596834,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CSCF_3.1_AR","CSCF_3.1_AR_2013-04-03",742000,252000,"RHEIN","RHEIN","Alpennordflanke",17.6184293263328,0.578653093620986,0,60.3954523794475,0.0034083177,0.0224,58.833413,9.189229,0.4125,310.409051926984,0.334839402757138,17.5010421401663,16.6044706103358,17.6184293263328,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CSCF_6.5_AR","CSCF_6.5_AR_2013-04-01",760000,259000,"RHEIN","RHEIN","Mittelland",16.0394524211129,0.64493200722281,0,51.9585930840408,0.025099584,0.0377,74.430527,35.539996,0.4125,257.264033969145,0.415937293940443,15.9202525230265,15.8705735942224,16.0394524211129,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_2.1_AR","CSCF_2.1_AR_2013-03-28",737000,251000,"RHEIN","RHEIN","Alpennordflanke",16.7826991155439,0.548111199563579,0,77.5259587048106,0.019680939,0.2125,54.694011,8.153157,0.4125,281.658989602878,0.300425887087026,16.6643427127852,15.022939262424,16.7826991155439,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CSCF_4.1_AR","CSCF_4.1_AR_2013-04-05",743000,252000,"RHEIN","RHEIN","Alpennordflanke",17.9492515603465,0.675053639560243,0,69.5842227476645,0.001326065,0.0384,54.46881,0,1,322.175631576601,0.45569741628353,17.8322439129378,16.972189275387,17.9492515603465,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_3.8_AR","CSCF_3.8_AR_2013-04-04",740000,238000,"RHEIN","RHEIN","Alpennordflanke",13.4359078765035,0.694910325065079,0,5.07840391745249,0,9e-04,58.992633,1.371125,0.4125,180.523620465889,0.482900359882054,13.3138687833711,12.6120631265729,13.4359078765035,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CSCF_3.10_AR","CSCF_3.10_AR_2013-04-04",740000,243000,"RHEIN","RHEIN","Alpennordflanke",15.6756363369833,0.518375702075669,0,59.7276142478611,0,0.0117,57.800079,42.219191,0.4125,245.725574569351,0.268713368502443,15.556073268477,14.4759881028482,15.6756363369833,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_6.3_AR","CSCF_6.3_AR_2013-03-29",759000,259000,"RHEIN","RHEIN","Mittelland",15.9872621355153,0.487498877436042,0,58.615006363162,0.018106015,0.1092,64.472581,13.704257,0,255.592550589681,0.237655155501401,15.8680154797799,15.88490588188,15.9872621355153,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CSCF_W5_BS","CSCF_W5_BS_2011-04-08",614000,270000,"RHEIN","RHEIN","Mittelland",18.9986918996716,0.119469978484453,9.4348135,9.27931823523799,0.1441584115,0.3899,3.242306,17.289918,0,360.950293898647,0.0142730757590757,19.1120894546957,15.7794219052705,18.9986918996716,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0
"CSCF_W6_BS","CSCF_W6_BS_2011-04-08",616000,271000,"RHEIN","RHEIN","Mittelland",17.5043899505012,0.070768218036318,13.2059631,10.3408381757378,0.1618283552,0.3042,0.564659,3.223938,0,306.403667539207,0.00500814068403584,17.6161061492847,14.6443148172306,17.5043899505012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0
"CSCF_SA2_BS","CSCF_SA2_BS_2011-04-06",614000,266000,"RHEIN","RHEIN","Mittelland",19.0213428418899,0.125507948709327,0,0.509873729726257,0.0104608269,0.9395,7.480501,0,0.4125,361.811483508716,0.0157522451892231,19.1347577846569,15.5938799111692,19.0213428418899,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_BG1_BS","CSCF_BG1_BS_2011-04-14",611000,267000,"RHEIN","RHEIN","Mittelland",20.7484492319209,0.431460894595752,14.3899679,16.0527997314318,0.1730870674,0.2767,23.591603,0,0,430.498145529599,0.186158503565367,20.8638269679071,16.9243529360842,20.7484492319209,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
"CSCF_DO2_BS","CSCF_DO2_BS_2011-04-06",609000,266000,"RHEIN","RHEIN","Mittelland",18.6110252919537,0.422858910809962,8.3213787,12.5672466310023,0.1347233765,0.2656,44.079831,0,0.4125,346.37026241774,0.178809658451387,18.7239882954912,15.4640503628524,18.6110252919537,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CSCF_B2_BS","CSCF_B2_BS_2016-03-20",614000,266000,"RHEIN","RHEIN","Mittelland",21.7589279187333,0.847441355349977,8.5596733,26.0032350846902,0.0265405041,0.0695,39.35164,0,0,473.450944172631,0.718156850757406,22.0294176359259,20.0267193201762,21.7589279187333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"CSCF_DO2_BS","CSCF_DO2_BS_2016-03-20",609000,266000,"RHEIN","RHEIN","Mittelland",18.4572745135572,0.422858910809962,8.3213787,12.5672466310023,0.1347233765,0.2656,44.079831,0,0.4125,340.670982468808,0.178809658451387,18.7239882954912,16.6782336126572,18.4572745135572,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
